file,column,inferred_type,n_rows,non_empty_count,example_value,description
R41_degree_preserving_nulls_summary.json,recommended_interpretation,str,1,1,R41 supports a mechanism upgrade: the observed road thresholds remain well above degree-preserving random null threshold,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,city,text,8,8,Berlin,City or urban-window identifier.
R56_spatial_length_constrained_nulls_city_summary.csv,graph_cache_file,text,8,8,cache\private_graphs\berlin_germany__road.pkl,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,n_nodes_road,numeric,8,8,28407,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,n_edges_road,numeric,8,8,42285,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,pc_cebh_road,numeric,8,8,0.444985,Cohen-Erez-ben-Avraham-Havlin degree-moment baseline or related gap.
R56_spatial_length_constrained_nulls_city_summary.csv,pc_road_fine_grid,numeric,8,8,0.655,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,road_gap,numeric,8,8,0.210015,Difference between observed road threshold and a baseline/null threshold.
R56_spatial_length_constrained_nulls_city_summary.csv,degree_null_gap_R41,numeric,8,8,0.026017,Difference between observed road threshold and a baseline/null threshold.
R56_spatial_length_constrained_nulls_city_summary.csv,degree_null_rank_mean_R41,numeric,8,8,0.471652,Degree-sequence or degree-composition metric.
R56_spatial_length_constrained_nulls_city_summary.csv,spatial_null_rank_mean,numeric,8,8,0.5124850000000001,Spatial-scale null metric or diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,spatial_null_rank_ci_low,numeric,8,8,0.509985,Spatial-scale null metric or diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,spatial_null_rank_ci_high,numeric,8,8,0.524985,Spatial-scale null metric or diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,spatial_null_cebh_mean,numeric,8,8,0.4456024616941008,Cohen-Erez-ben-Avraham-Havlin degree-moment baseline or related gap.
R56_spatial_length_constrained_nulls_city_summary.csv,spatial_null_gap,numeric,8,8,0.06750000000000006,Difference between observed road threshold and a baseline/null threshold.
R56_spatial_length_constrained_nulls_city_summary.csv,spatial_minus_degree_gap,numeric,8,8,0.04148300000000006,Difference between observed road threshold and a baseline/null threshold.
R56_spatial_length_constrained_nulls_city_summary.csv,road_minus_spatial,numeric,8,8,0.14251499999999995,Spatial-scale null metric or diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,spatial_fraction_of_road_gap,numeric,8,8,0.3214056138847228,Difference between observed road threshold and a baseline/null threshold.
R56_spatial_length_constrained_nulls_city_summary.csv,remaining_fraction_after_spatial,numeric,8,8,0.6785943861152772,Spatial-scale null metric or diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,accepted_swaps_per_edge_mean,numeric,8,8,0.24999408773796855,Accepted or attempted double-edge swap diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,acceptance_rate_mean,numeric,8,8,0.027780310865459183,Acceptance-rate diagnostic for null-model rewiring.
R56_spatial_length_constrained_nulls_city_summary.csv,chord_length_bin_tvd_mean,numeric,8,8,0.07910606598084427,Edge-length or chord-length metric/bin diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,degree_max_abs_drift_max,numeric,8,8,0,Degree-sequence or degree-composition metric.
R56_spatial_length_constrained_nulls_city_summary.csv,n_null,numeric,8,8,4,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,n_perm,numeric,8,8,16,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,length_bins,numeric,8,8,12,Edge-length or chord-length metric/bin diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,bin_tolerance,numeric,8,8,1,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,swap_fraction_target,numeric,8,8,0.25,Accepted or attempted double-edge swap diagnostic.
R56_spatial_length_constrained_nulls_city_summary.csv,p_grid_min,numeric,8,8,0.194985,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,p_grid_max,numeric,8,8,0.694985,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,p_grid_step,numeric,8,8,0.01,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,boundary_hit_count,numeric,8,8,0,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,status,text,8,8,pass,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_city_summary.csv,notes,text,8,8,Degree sequence is exact; spatial constraint preserves chord-length slots within bin tolerance. Use as a spatial-scale c,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,city,text,32,32,Berlin,City or urban-window identifier.
R56_spatial_length_constrained_nulls_replicates.csv,replicate,numeric,32,32,1,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,n_nodes,numeric,32,32,28407,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,n_edges,numeric,32,32,42285,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,pc_cebh_null,numeric,32,32,0.4456024616941008,Cohen-Erez-ben-Avraham-Havlin degree-moment baseline or related gap.
R56_spatial_length_constrained_nulls_replicates.csv,pc_rank_null,numeric,32,32,0.514985,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,pc_rank_ci_low,numeric,32,32,0.514985,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,pc_rank_ci_high,numeric,32,32,0.534985,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,lcc_fraction_p1,numeric,32,32,0.9995423663181611,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,accepted_swaps,numeric,32,32,10571,Accepted or attempted double-edge swap diagnostic.
R56_spatial_length_constrained_nulls_replicates.csv,attempted_swaps,numeric,32,32,386966,Accepted or attempted double-edge swap diagnostic.
R56_spatial_length_constrained_nulls_replicates.csv,acceptance_rate,numeric,32,32,0.027317645477897282,Acceptance-rate diagnostic for null-model rewiring.
R56_spatial_length_constrained_nulls_replicates.csv,accepted_swaps_per_edge,numeric,32,32,0.24999408773796855,Accepted or attempted double-edge swap diagnostic.
R56_spatial_length_constrained_nulls_replicates.csv,degree_max_abs_drift,numeric,32,32,0,Degree-sequence or degree-composition metric.
R56_spatial_length_constrained_nulls_replicates.csv,chord_length_mean_ratio,numeric,32,32,16.76606500085136,Edge-length or chord-length metric/bin diagnostic.
R56_spatial_length_constrained_nulls_replicates.csv,chord_length_median_ratio,numeric,32,32,1.0,Edge-length or chord-length metric/bin diagnostic.
R56_spatial_length_constrained_nulls_replicates.csv,chord_length_bin_tvd,numeric,32,32,0.07927160931772495,Edge-length or chord-length metric/bin diagnostic.
R56_spatial_length_constrained_nulls_replicates.csv,length_rejects,numeric,32,32,376309,Edge-length or chord-length metric/bin diagnostic.
R56_spatial_length_constrained_nulls_replicates.csv,topology_rejects,numeric,32,32,86,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_replicates.csv,threshold_boundary_hit,text,32,32,False,Estimated bond-percolation threshold.
R56_spatial_length_constrained_nulls_summary.json,created_by,str,1,1,scripts/build_R56_spatial_length_constrained_nulls.py,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_summary.json,elapsed_seconds,float,1,1,354.95372796058655,Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_summary.json,parameters,dict,1,1,"{'n_null': 4, 'n_perm': 16, 'n_bootstrap': 300, 'p_step': 0.01, 'window': 0.25, 'length_bins': 12, 'bin_tolerance': 1, '",Project-derived variable; see round report and manuscript Methods for definition.
R56_spatial_length_constrained_nulls_summary.json,aggregate,dict,1,1,"{'mean_road_gap': 0.20959387499999999, 'mean_degree_null_gap_R41': 0.025547999999999998, 'mean_spatial_null_gap': 0.0693",Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,city,text,71,71,Lisbon,City or urban-window identifier.
R61_central_window_screen_results.csv,country,text,71,71,Portugal,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,query,text,71,71,"Lisbon, Portugal",Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,macro_region,text,71,71,Europe,Macro-region label used for stratification or reporting.
R61_central_window_screen_results.csv,latitude,numeric,71,71,38.7077507,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,longitude,numeric,71,71,-9.1365919,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,window_radius_m,numeric,71,71,10000,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,graph_cache_file,text,71,71,cache\R61_osmnx_city_windows\lisbon_portugal__drive_10000m.pkl,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,n_nodes,numeric,71,71,26686,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,n_edges,numeric,71,71,36745,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,mean_degree,numeric,71,71,2.7538784381323542,Degree-sequence or degree-composition metric.
R61_central_window_screen_results.csv,pc_cebh,numeric,71,71,0.4955161486076462,Cohen-Erez-ben-Avraham-Havlin degree-moment baseline or related gap.
R61_central_window_screen_results.csv,pc_rank,numeric,71,71,0.75,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,pc_rank_ci_low,numeric,71,71,0.7,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,pc_rank_ci_high,numeric,71,71,0.75,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,road_gap,numeric,71,71,0.2544838513923538,Difference between observed road threshold and a baseline/null threshold.
R61_central_window_screen_results.csv,lcc_fraction_p1,numeric,71,71,1.0,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,edge_length_mean_m,numeric,71,71,79.29022616210268,Edge-length or chord-length metric/bin diagnostic.
R61_central_window_screen_results.csv,edge_length_median_m,numeric,71,71,50.09774214527755,Edge-length or chord-length metric/bin diagnostic.
R61_central_window_screen_results.csv,orientation_entropy,numeric,71,71,0.9973324314912949,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,orientation_dominance,numeric,71,71,0.06719281534902707,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,p_grid_min,numeric,71,71,0.1,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,p_grid_max,numeric,71,71,0.9,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,p_grid_step,numeric,71,71,0.025,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,n_perm,numeric,71,71,6,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,n_bootstrap,numeric,71,71,80,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,threshold_boundary_hit,text,71,71,False,Estimated bond-percolation threshold.
R61_central_window_screen_results.csv,extraction_seconds,numeric,71,71,38.00325965881348,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,analysis_seconds,numeric,71,71,2.242203950881958,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,status,text,71,71,pass,Project-derived variable; see round report and manuscript Methods for definition.
R61_central_window_screen_results.csv,notes,text,71,71,standardized OSMnx centre-window screen; not a city-boundary replacement,Project-derived variable; see round report and manuscript Methods for definition.
R61_R61_summary.json,n_attempted,int,1,1,71,Project-derived variable; see round report and manuscript Methods for definition.
R61_R61_summary.json,n_pass,int,1,1,71,Project-derived variable; see round report and manuscript Methods for definition.
R61_R61_summary.json,n_fail,int,1,1,0,Project-derived variable; see round report and manuscript Methods for definition.
R61_R61_summary.json,n_regions_pass,int,1,1,7,Region label used for stratification or reporting.
R61_R61_summary.json,regions_pass,list,1,1,"['Africa', 'Asia', 'Europe', 'Latin America', 'Middle East', 'North America', 'Oceania']",Region label used for stratification or reporting.
R61_R61_summary.json,road_gap_mean,float,1,1,0.21658261833673306,Difference between observed road threshold and a baseline/null threshold.
R61_R61_summary.json,road_gap_median,float,1,1,0.2123759548797029,Difference between observed road threshold and a baseline/null threshold.
R61_R61_summary.json,road_gap_min,float,1,1,0.1683153898164039,Difference between observed road threshold and a baseline/null threshold.
R61_R61_summary.json,road_gap_max,float,1,1,0.2816907863000482,Difference between observed road threshold and a baseline/null threshold.
R61_R61_summary.json,positive_gap_fraction,float,1,1,1.0,Difference between observed road threshold and a baseline/null threshold.
R61_R61_summary.json,nodes_total,int,1,1,2492958,Project-derived variable; see round report and manuscript Methods for definition.
R61_R61_summary.json,edges_total,int,1,1,3557249,Project-derived variable; see round report and manuscript Methods for definition.
R61_R61_summary.json,r56_primary_n,int,1,1,8,Project-derived variable; see round report and manuscript Methods for definition.
R61_R61_summary.json,r56_primary_road_gap_mean,float,1,1,0.20959387499999999,Difference between observed road threshold and a baseline/null threshold.
R61_R61_summary.json,r56_primary_road_gap_min,float,1,1,0.175061,Difference between observed road threshold and a baseline/null threshold.
R61_R61_summary.json,r56_primary_road_gap_max,float,1,1,0.226399,Difference between observed road threshold and a baseline/null threshold.
R62_urban_form_covariates.csv,city,text,71,71,Lisbon,City or urban-window identifier.
R62_urban_form_covariates.csv,country,text,71,71,Portugal,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,macro_region,text,71,71,Europe,Macro-region label used for stratification or reporting.
R62_urban_form_covariates.csv,latitude,numeric,71,71,38.7077507,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,longitude,numeric,71,71,-9.1365919,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,window_radius_m,numeric,71,71,10000,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,bbox_area_km2,numeric,71,71,400.0,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,n_nodes,numeric,71,71,26686,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,n_edges,numeric,71,71,36745,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,pc_cebh,numeric,71,71,0.4955161486076462,Cohen-Erez-ben-Avraham-Havlin degree-moment baseline or related gap.
R62_urban_form_covariates.csv,pc_rank,numeric,71,71,0.75,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,road_gap,numeric,71,71,0.2544838513923538,Difference between observed road threshold and a baseline/null threshold.
R62_urban_form_covariates.csv,node_density_per_km2,numeric,71,71,66.715,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,edge_density_per_km2,numeric,71,71,91.8625,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,chord_length_density_km_per_km2,numeric,71,71,7.283798400816158,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,edge_length_mean_m,numeric,71,71,79.29022616210268,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,edge_length_median_m,numeric,71,71,50.09774214527755,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,edge_length_iqr_m,numeric,71,71,68.18401361913405,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,edge_length_cv,numeric,71,71,1.7087578152104208,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,short_edge_share_lt40m,numeric,71,71,0.4095795346305619,SHA checksum or source identifier.
R62_urban_form_covariates.csv,long_edge_share_gt150m,numeric,71,71,0.1151993468499115,SHA checksum or source identifier.
R62_urban_form_covariates.csv,orientation_entropy,numeric,71,71,0.9973324314912948,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,orientation_dominance,numeric,71,71,0.067192815349027,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,orientation_fourfold_order,numeric,71,71,0.0841523643597808,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,orthogonal_alignment_share_10deg,numeric,71,71,0.2477071710436794,SHA checksum or source identifier.
R62_urban_form_covariates.csv,dead_end_share,numeric,71,71,0.1549126883009818,SHA checksum or source identifier.
R62_urban_form_covariates.csv,degree2_share,numeric,71,71,0.0462414749306752,Degree-sequence or degree-composition metric.
R62_urban_form_covariates.csv,degree3_share,numeric,71,71,0.6940717979464888,Degree-sequence or degree-composition metric.
R62_urban_form_covariates.csv,degree4plus_share,numeric,71,71,0.1047740388218541,Degree-sequence or degree-composition metric.
R62_urban_form_covariates.csv,mean_degree,numeric,71,71,2.7538784381323542,Degree-sequence or degree-composition metric.
R62_urban_form_covariates.csv,kappa,numeric,71,71,3.018097700367397,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,degree_gini,numeric,71,71,0.1418200866149155,Degree-sequence or degree-composition metric.
R62_urban_form_covariates.csv,connected_components,numeric,71,71,1,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,cyclomatic_number,numeric,71,71,10060,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,cycle_density,numeric,71,71,0.3769766918983737,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,arterial_length_share,numeric,71,71,0.2092820119274249,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,collector_length_share,numeric,71,71,0.1612789703675397,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,local_length_share,numeric,71,71,0.6294390177050173,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,motorway_trunk_length_share,numeric,71,71,0.0850502330960836,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,residential_length_share,numeric,71,71,0.6249169554864256,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,oneway_length_share,numeric,71,71,0.3421441490502626,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,bridge_tunnel_length_share,numeric,71,71,0.073065716779634,Edge-length or chord-length metric/bin diagnostic.
R62_urban_form_covariates.csv,maxspeed_coverage_share,numeric,71,71,0.1664473416017207,SHA checksum or source identifier.
R62_urban_form_covariates.csv,lanes_coverage_share,numeric,71,71,0.3354076863804046,SHA checksum or source identifier.
R62_urban_form_covariates.csv,edge_circuity_mean,numeric,71,71,1.0844955187858132,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,edge_circuity_median,numeric,71,71,1.000232592296042,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_covariates.csv,graph_cache_file,text,71,71,cache\R61_osmnx_city_windows\lisbon_portugal__drive_10000m.pkl,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_correlations.csv,covariate,text,27,27,kappa,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_correlations.csv,n,numeric,27,27,71,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_correlations.csv,spearman_rho,numeric,27,27,-0.6307176391683432,Spearman rank-correlation coefficient.
R62_urban_form_correlations.csv,spearman_p,numeric,27,27,3.743011309454672e-09,Project-derived variable; see round report and manuscript Methods for definition.
R62_urban_form_correlations.csv,pearson_r,numeric,27,27,-0.6470301072857352,Pearson correlation coefficient.
R62_urban_form_correlations.csv,pearson_p,numeric,27,27,1.0840396011841688e-09,Pearson correlation coefficient.
R62_urban_form_correlations.csv,abs_spearman_rho,numeric,27,27,0.6307176391683432,Spearman rank-correlation coefficient.
R62_geometry_null_subset_registry.csv,city,text,21,21,Amsterdam,City or urban-window identifier.
R62_geometry_null_subset_registry.csv,country,text,21,21,Netherlands,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,macro_region,text,21,21,Europe,Macro-region label used for stratification or reporting.
R62_geometry_null_subset_registry.csv,latitude,numeric,21,21,52.3730796,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,longitude,numeric,21,21,4.8924534,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,window_radius_m,numeric,21,21,10000,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,bbox_area_km2,numeric,21,21,400.0,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,n_nodes,numeric,21,21,23201,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,n_edges,numeric,21,21,32887,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,pc_cebh,numeric,21,21,0.466680857102313,Cohen-Erez-ben-Avraham-Havlin degree-moment baseline or related gap.
R62_geometry_null_subset_registry.csv,pc_rank,numeric,21,21,0.7,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,road_gap,numeric,21,21,0.2333191428976869,Difference between observed road threshold and a baseline/null threshold.
R62_geometry_null_subset_registry.csv,node_density_per_km2,numeric,21,21,58.0025,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,edge_density_per_km2,numeric,21,21,82.2175,Project-derived variable; see round report and manuscript Methods for definition.
R62_geometry_null_subset_registry.csv,chord_length_density_km_per_km2,numeric,21,21,7.950673284534412,Edge-length or chord-length metric/bin diagnostic.
R62_geometry_null_subset_registry.csv,edge_length_mean_m,numeric,21,21,96.7029316694671,Edge-length or chord-length metric/bin diagnostic.
R62_geometry_null_subset_registry.csv,edge_length_median_m,numeric,21,21,59.15606744263849,Edge-length or chord-length metric/bin diagnostic.
R62_geometry_null_subset_registry.csv,edge_length_iqr_m,numeric,21,21,79.82278675617601,Edge-length or chord-length metric/bin diagnostic.
